SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,142,122,18,2,0,0,0,0,"",""
517,RJ,Rajasthan,RJ_Churu,Churu,27,12,14,1,0,0,0,0,"",""
518,RJ,Rajasthan,RJ_Dausa,Dausa,28,7,21,0,0,0,0,0,"",""
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,24,19,5,0,0,0,0,0,"",""
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,13,8,5,0,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,Evacuees from other countries; They have been counted separatly by the state,""
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,0,0,0,0,0,0,0,0,"",""
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,12,1,11,0,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,Italian tourists who were tested positive in Rajasthan,""
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,1355,463,830,62,13,13,0,0,"",""
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,41,7,34,0,0,0,0,0,"",""
525,RJ,Rajasthan,RJ_Jalore,Jalore,44,43,0,1,2,2,0,0,"",""
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,47,2,45,0,0,0,0,0,"",""
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,47,5,42,0,0,0,0,0,"",""
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,926,291,619,16,7,7,0,0,"",""
529,RJ,Rajasthan,RJ_Karauli,Karauli,8,4,3,1,1,1,0,0,"",""
530,RJ,Rajasthan,RJ_Kota,Kota,270,58,201,11,1,1,0,0,"",""
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,155,37,115,3,16,14,2,0,"",""
0,RJ,Rajasthan,RJ_Other State,Other State,5,2,0,3,0,-1,0,1,"",""
532,RJ,Rajasthan,RJ_Pali,Pali,95,71,21,3,0,0,0,0,"",""
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,4,0,3,1,0,0,0,0,"",""
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,26,24,2,0,0,0,0,0,"",""
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,16,7,8,1,0,0,0,0,"",""
536,RJ,Rajasthan,RJ_Sikar,Sikar,15,10,3,2,3,3,0,0,"",""
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,14,14,0,0,0,0,0,0,"",""
538,RJ,Rajasthan,RJ_Tonk,Tonk,144,12,131,1,0,0,0,0,"",""
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,277,265,12,0,20,20,0,0,"",""
540,SK,Sikkim,SK_East District,East District,0,0,0,0,0,0,0,0,"",""
541,SK,Sikkim,SK_North District,North District,0,0,0,0,0,0,0,0,"",""
542,SK,Sikkim,SK_South District,South District,0,0,0,0,0,0,0,0,"",""
543,SK,Sikkim,SK_West District,West District,0,0,0,0,0,0,0,0,"",""
0,TG,Telangana,TG_Other State,Other State,21,21,0,0,0,0,0,0,"","""""Migrants"""" category mentioned in TG bulletin added to this header"
576,TG,Telangana,TG_Adilabad,Adilabad,21,6,15,0,0,0,0,0,"",""
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4,0,4,0,0,0,0,0,"",""
578,TG,Telangana,TG_Hyderabad,Hyderabad,827,504,300,23,0,0,0,0,"",""
579,TG,Telangana,TG_Jagtial,Jagtial,6,4,2,0,0,0,0,0,"",""
580,TG,Telangana,TG_Jangaon,Jangaon,3,2,1,0,0,0,0,0,"",""
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,"",""
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,45,19,25,1,0,0,0,0,"",""
583,TG,Telangana,TG_Kamareddy,Kamareddy,12,4,8,0,0,0,0,0,"",""
584,TG,Telangana,TG_Karimnagar,Karimnagar,19,3,16,0,0,0,0,0,"",""
585,TG,Telangana,TG_Khammam,Khammam,8,5,3,0,0,0,0,0,"",""
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,7,6,1,0,0,0,0,0,"",""
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,1,0,1,0,0,0,0,0,"",""
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,11,3,8,0,0,0,0,0,"",""
589,TG,Telangana,TG_Mancherial,Mancherial,1,0,0,1,0,0,0,0,"",""
590,TG,Telangana,TG_Medak,Medak,5,1,4,0,0,0,0,0,"",""
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,22,12,9,1,0,0,0,0,"",""
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,"",""
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,2,0,2,0,0,0,0,0,"",""
594,TG,Telangana,TG_Nalgonda,Nalgonda,17,5,12,0,0,0,0,0,"",""
595,TG,Telangana,TG_Narayanpet,Narayanpet,1,0,0,1,0,0,0,0,"",""
596,TG,Telangana,TG_Nirmal,Nirmal,20,7,13,0,0,0,0,0,"",""
597,TG,Telangana,TG_Nizamabad,Nizamabad,61,31,30,0,0,0,0,0,"",""
598,TG,Telangana,TG_Peddapalli,Peddapalli,2,1,1,0,0,0,0,0,"",""
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,3,1,2,0,0,0,0,0,"",""
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,36,17,17,2,0,0,0,0,"",""
601,TG,Telangana,TG_Sangareddy,Sangareddy,7,1,6,0,0,0,0,0,"",""
602,TG,Telangana,TG_Siddipet,Siddipet,1,0,1,0,0,0,0,0,"",""
603,TG,Telangana,TG_Suryapet,Suryapet,83,59,24,0,0,0,0,0,"",""
604,TG,Telangana,TG_Vikarabad,Vikarabad,37,22,14,1,0,0,0,0,"",""
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,0,0,0,0,0,0,0,0,"",""
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,"",""
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,27,4,23,0,0,0,0,0,"",""
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,12,12,0,0,0,0,0,0,"",""
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,9,9,0,0,0,0,0,0,"",""
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,338,325,13,0,0,0,0,0,"",""
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,411,342,66,3,0,0,0,0,"",""
545,TN,Tamil Nadu,TN_Chennai,Chennai,5262,4470,749,43,0,0,0,0,"",""
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,146,1,144,1,0,0,0,0,"",""
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,412,383,28,1,0,0,0,0,"",""
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,6,5,1,0,0,0,0,0,"",""
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,111,31,79,1,0,0,0,0,"",""
550,TN,Tamil Nadu,TN_Erode,Erode,70,0,69,1,0,0,0,0,"",""
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,57,47,10,0,0,0,0,0,"",""
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,157,129,27,1,0,0,0,0,"",""
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,27,10,16,1,0,0,0,0,"",""
553,TN,Tamil Nadu,TN_Karur,Karur,53,11,42,0,0,0,0,0,"",""
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,20,20,0,0,0,0,0,0,"",""
555,TN,Tamil Nadu,TN_Madurai,Madurai,124,39,83,2,0,0,0,0,"",""
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,47,3,44,0,0,0,0,0,"",""
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,77,16,61,0,0,0,0,0,"",""
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,15,4,11,0,0,0,0,0,"",""
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,142,134,8,0,0,0,0,0,"",""
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,6,5,1,0,0,0,0,0,"",""
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,31,15,15,1,0,0,0,0,"",""
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,75,34,41,0,0,0,0,0,"",""
561,TN,Tamil Nadu,TN_Salem,Salem,35,5,30,0,0,0,0,0,"",""
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,12,0,12,0,0,0,0,0,"",""
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,50,18,32,0,0,0,0,0,"",""
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,65,18,47,0,0,0,0,0,"",""
565,TN,Tamil Nadu,TN_Theni,Theni,72,29,42,1,0,0,0,0,"",""
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,495,409,83,3,0,0,0,0,"",""
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,33,4,29,0,0,0,0,0,"",""
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,36,9,26,1,0,0,0,0,"",""
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,65,9,56,0,0,0,0,0,"",""
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,101,38,62,1,0,0,0,0,"",""
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,28,10,18,0,0,0,0,0,"",""
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,114,0,114,0,0,0,0,0,"",""
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,129,116,13,0,0,0,0,0,"",""
573,TN,Tamil Nadu,TN_Vellore,Vellore,35,14,20,1,0,0,0,0,"",""
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,316,261,53,2,0,0,0,0,"",""
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,45,14,31,0,0,0,0,0,"",""
609,TR,Tripura,TR_Dhalai,Dhalai,150,136,14,0,0,-14,14,0,"",""
610,TR,Tripura,TR_Gomati,Gomati,2,1,1,0,0,0,0,0,"",""
611,TR,Tripura,TR_Khowai,Khowai,0,0,0,0,0,0,0,0,"",""
612,TR,Tripura,TR_North Tripura,North Tripura,2,1,1,0,0,0,0,0,"",""
613,TR,Tripura,TR_Sipahijala,Sipahijala,0,0,0,0,0,0,0,0,"",""
614,TR,Tripura,TR_South Tripura,South Tripura,0,0,0,0,0,0,0,0,"",""
615,TR,Tripura,TR_Unokoti,Unokoti,0,0,0,0,0,0,0,0,"",""
616,TR,Tripura,TR_West Tripura,West Tripura,0,0,0,0,0,0,0,0,"",""
617,UP,Uttar Pradesh,UP_Agra,Agra,791,403,364,24,0,0,0,0,"",""
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,63,38,22,3,0,0,0,0,"",""
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,2,2,0,0,0,0,0,0,"",""
620,UP,Uttar Pradesh,UP_Amethi,Amethi,11,11,0,0,0,0,0,0,"",""
621,UP,Uttar Pradesh,UP_Amroha,Amroha,32,5,26,1,0,0,0,0,"",""
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,18,6,12,0,0,0,0,0,"",""
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,1,0,1,0,0,0,0,0,"",""
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,9,1,8,0,0,0,0,0,"",""
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,25,9,16,0,0,0,0,0,"",""
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,26,15,11,0,0,0,0,0,"",""
626,UP,Uttar Pradesh,UP_Ballia,Ballia,1,1,0,0,0,0,0,0,"",""
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,2,1,1,0,0,0,0,0,"",""
628,UP,Uttar Pradesh,UP_Banda,Banda,21,17,4,0,0,0,0,0,"",""
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,7,6,1,0,0,0,0,0,"",""
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,11,0,10,1,0,0,0,0,"",""
631,UP,Uttar Pradesh,UP_Basti,Basti,41,16,24,1,0,0,0,0,"",""
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,3,2,1,0,0,0,0,0,"",""
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,44,16,27,1,0,0,0,0,"",""
634,UP,Uttar Pradesh,UP_Budaun,Budaun,17,0,17,0,0,0,0,0,"",""
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,75,18,56,1,0,0,0,0,"",""
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,1,1,0,0,0,0,0,0,"",""
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,8,8,0,0,0,0,0,0,"",""
638,UP,Uttar Pradesh,UP_Deoria,Deoria,3,3,0,0,0,0,0,0,"",""
639,UP,Uttar Pradesh,UP_Etah,Etah,11,2,8,1,0,0,0,0,"",""
640,UP,Uttar Pradesh,UP_Etawah,Etawah,2,0,2,0,0,0,0,0,"",""
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,8,8,0,0,0,0,0,0,"",""
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,6,6,0,0,0,0,0,0,"",""
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,194,79,111,4,0,0,0,0,"",""
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,249,103,143,3,0,0,0,0,"",""
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,150,73,75,2,0,0,0,0,"",""
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,10,4,6,0,0,0,0,0,"",""
648,UP,Uttar Pradesh,UP_Gonda,Gonda,21,19,2,0,0,0,0,0,"",""
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,6,6,0,0,0,0,0,0,"",""
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1,1,0,0,0,0,0,0,"",""
651,UP,Uttar Pradesh,UP_Hapur,Hapur,60,28,31,1,0,0,0,0,"",""
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,4,2,2,0,0,0,0,0,"",""
653,UP,Uttar Pradesh,UP_Hathras,Hathras,19,14,5,0,0,0,0,0,"",""
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,37,37,0,0,0,0,0,0,"",""
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,12,4,8,0,0,0,0,0,"",""
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,30,28,0,2,0,0,0,0,"",""
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,21,14,7,0,0,0,0,0,"",""
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,4,3,0,1,0,0,0,0,"",""
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,308,141,161,6,0,0,0,0,"",""
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,7,4,3,0,0,0,0,0,"",""
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,5,3,2,0,0,0,0,0,"",""
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,2,2,0,0,0,0,0,0,"",""
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,5,1,4,0,0,0,0,0,"",""
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,1,0,0,1,0,0,0,0,"",""
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,264,52,211,1,0,0,0,0,"",""
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,9,3,6,0,0,0,0,0,"",""
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,3,1,2,0,0,0,0,0,"",""
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,13,8,4,1,0,0,0,0,"",""
669,UP,Uttar Pradesh,UP_Mathura,Mathura,56,43,9,4,0,0,0,0,"",""
670,UP,Uttar Pradesh,UP_Mau,Mau,1,0,1,0,0,0,0,0,"",""
671,UP,Uttar Pradesh,UP_Meerut,Meerut,274,188,72,14,0,0,0,0,"",""
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,7,4,3,0,0,0,0,0,"",""
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,135,36,90,9,0,0,0,0,"",""
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,26,7,19,0,0,0,0,0,"",""
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,6,2,4,0,0,0,0,0,"",""
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,16,10,6,0,0,0,0,0,"",""
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,21,16,4,1,0,0,0,0,"",""
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,50,11,39,0,0,0,0,0,"",""
679,UP,Uttar Pradesh,UP_Rampur,Rampur,31,10,21,0,0,0,0,0,"",""
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,192,33,159,0,0,0,0,0,"",""
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,30,17,13,0,0,0,0,0,"",""
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,32,12,19,1,0,0,0,0,"",""
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,1,0,1,0,0,0,0,0,"",""
684,UP,Uttar Pradesh,UP_Shamli,Shamli,32,5,27,0,0,0,0,0,"",""
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,12,8,3,1,0,0,0,0,"",""
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,30,30,0,0,0,0,0,0,"",""
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,26,5,21,0,0,0,0,0,"",""
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,1,1,0,0,0,0,0,0,"",""
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,9,6,3,0,0,0,0,0,"",""
690,UP,Uttar Pradesh,UP_Unnao,Unnao,6,5,1,0,0,0,0,0,"",""
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,90,35,54,1,0,0,0,0,"",""
692,UT,Uttarakhand,UT_Almora,Almora,2,1,1,0,0,0,0,0,"",""
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,0,0,0,0,0,0,0,0,"",""
694,UT,Uttarakhand,UT_Chamoli,Chamoli,0,0,0,0,0,0,0,0,"",""
695,UT,Uttarakhand,UT_Champawat,Champawat,0,0,0,0,0,0,0,0,"",""
696,UT,Uttarakhand,UT_Dehradun,Dehradun,36,9,26,1,0,0,0,0,"",""
697,UT,Uttarakhand,UT_Haridwar,Haridwar,7,2,5,0,0,0,0,0,"",""
698,UT,Uttarakhand,UT_Nainital,Nainital,11,2,9,0,0,0,0,0,"",""
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,1,0,1,0,0,0,0,0,"",""
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,0,0,0,0,0,0,0,0,"",""
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,0,0,0,0,0,0,0,0,"",""
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,0,0,0,0,0,0,0,0,"",""
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,13,9,4,0,0,0,0,0,"",""
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,1,1,0,0,0,0,0,0,"",""
705,WB,West Bengal,WB_Alipurduar,Alipurduar,0,0,0,0,0,0,0,0,"",""
706,WB,West Bengal,WB_Bankura,Bankura,0,0,0,0,0,0,0,0,"",""
707,WB,West Bengal,WB_Birbhum,Birbhum,7,1,6,0,0,0,0,0,"",""
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,0,0,0,0,0,0,0,0,"",""
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,0,0,0,0,0,0,0,0,"",""
710,WB,West Bengal,WB_Darjeeling,Darjeeling,7,1,5,1,0,0,0,0,"",""
711,WB,West Bengal,WB_Hooghly,Hooghly,134,105,25,4,0,0,0,0,"",""
712,WB,West Bengal,WB_Howrah,Howrah,484,325,134,25,0,0,0,0,"",""
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,4,0,4,0,0,0,0,0,"",""
714,WB,West Bengal,WB_Jhargram,Jhargram,3,3,0,0,0,0,0,0,"",""
715,WB,West Bengal,WB_Kalimpong,Kalimpong,7,0,6,1,0,0,0,0,"",""
716,WB,West Bengal,WB_Kolkata,Kolkata,1126,645,341,140,0,0,0,0,"",""
717,WB,West Bengal,WB_Malda,Malda,19,19,0,0,0,0,0,0,"",""
719,WB,West Bengal,WB_Murshidabad,Murshidabad,5,4,0,1,0,0,0,0,"",""
720,WB,West Bengal,WB_Nadia,Nadia,10,2,8,0,0,0,0,0,"",""
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,301,178,94,29,0,0,0,0,"",""
0,WB,West Bengal,WB_Other State,Other State,16,13,2,1,0,0,0,0,"",""
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,14,5,7,2,0,0,0,0,"",""
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,19,0,19,0,0,0,0,0,"",""
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,9,7,2,0,0,0,0,0,"",""
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,47,20,26,1,0,0,0,0,"",""
725,WB,West Bengal,WB_Purulia,Purulia,0,0,0,0,0,0,0,0,"",""
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,74,49,23,2,0,0,0,0,"",""
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,4,4,0,0,0,0,0,0,"",""
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
731,AS,Assam,AS_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
737,DL,Delhi,DL_Unknown,Unknown,7210,4247,2858,105,0,0,0,0,"",""
738,GA,Goa,GA_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
741,HP,Himachal Pradesh,HP_Unknown,Unknown,1,1,0,0,0,0,0,0,"",""
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
749,MH,Maharashtra,MH_Unknown,Unknown,0,-422,422,0,0,0,0,0,"",""
750,MN,Manipur,MN_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
751,ML,Meghalaya,ML_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
758,SK,Sikkim,SK_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
760,TG,Telangana,TG_Unknown,Unknown,40,-359,395,4,0,0,0,0,"",""
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,-2,2,0,0,0,0,0,"",""
763,UT,Uttarakhand,UT_Unknown,Unknown,1,1,0,0,0,0,0,0,"",""
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,"",""
